Education Index,LiteracyRateAllGenders,AverageIQ_ICI2017Score,2022,Number of Visa-Free Destinations
0.6335909090909091,96.4090909090909,29.636363636363637,9242.214831218347,113.86363636363636
0.77425,98.54166666666667,41.954166666666666,26803.46233684725,170.33333333333334
0.3655,83.75,20.8,3950.532427803645,100.0
